,b,c,e,f,g,h,i,m,n,a,d,j,k,l
35646,7,11,2,10,0,2,1,39,1,51,9,0,0,60
35647,4,8,4,10,4,4,0,11,0,34,11,0,0,40
35648,4,8,2,8,0,4,1,39,1,38,11,0,949,38
35649,6,15,2,5,0,4,1,39,0,60,10,1463,87,84
35650,2,12,2,10,0,4,1,12,0,65,14,0,1648,4
35651,4,2,4,5,3,2,1,39,0,24,8,0,0,40
35652,4,9,2,4,0,4,1,39,1,44,13,10489,278,48
35653,4,8,2,1,0,4,1,22,0,32,11,0,0,40
35654,5,7,4,12,1,4,1,39,0,24,12,0,0,62
35655,0,9,4,0,1,4,1,39,0,24,13,0,241,13
35656,4,8,2,3,0,4,1,39,1,46,11,1270,558,38
35657,6,11,2,12,0,4,1,39,1,69,9,1831,817,53
35658,1,12,2,4,0,4,1,39,1,41,14,674,967,50
35659,4,4,5,1,2,4,1,8,0,42,3,0,0,40
35660,4,15,4,3,1,4,1,24,0,41,10,0,0,50
35661,4,9,4,3,2,4,1,39,0,26,13,0,0,40
35662,4,11,5,8,3,4,0,39,0,29,9,0,0,36
35663,4,8,4,11,1,4,1,39,0,23,11,0,0,43
35664,4,7,0,4,4,2,0,23,0,35,12,0,0,37
35665,4,2,2,4,0,4,1,39,0,49,8,0,0,53
35666,7,11,2,1,0,4,1,39,1,55,9,11480,136,39
35667,1,15,2,3,0,4,1,39,0,44,10,2402,189,46
35668,4,11,4,5,1,4,1,39,0,31,9,407,0,40
35669,7,12,2,10,0,1,1,19,1,47,14,0,0,45
35670,4,15,2,12,0,4,1,39,1,46,10,8996,578,55
35671,4,11,4,8,4,2,0,39,0,34,9,0,0,32
35672,0,15,4,0,3,4,0,39,0,25,10,101,483,19
35673,2,9,2,10,5,4,0,39,0,33,13,925,848,45
35674,4,6,2,4,0,0,1,39,0,41,5,0,0,84
35675,7,12,2,10,0,4,1,2,0,33,14,0,0,60
35676,6,14,2,10,0,4,1,39,1,45,15,82097,684,44
35677,4,11,4,12,3,4,1,39,0,29,9,0,121,44
35678,4,15,2,12,0,4,1,39,1,40,10,5237,1645,44
35679,4,15,2,12,0,4,1,39,0,37,10,235,269,45
35680,6,12,2,3,0,4,1,39,1,42,14,0,0,44
35681,0,11,2,0,0,2,1,39,0,51,9,0,413,17
35682,6,11,2,5,0,4,1,39,0,48,9,2952,117,75
35683,4,15,2,4,0,4,1,39,1,41,10,14333,855,39
35684,4,9,0,4,4,4,0,2,0,32,13,0,0,40
35685,4,7,2,12,0,4,1,39,1,34,12,1152,1493,43
35686,0,15,4,0,3,4,0,39,0,20,10,57,226,36
35687,4,12,2,4,0,1,1,0,0,38,14,0,0,40
35688,4,11,0,7,1,4,1,39,0,52,9,104,330,47
35689,6,10,2,10,0,4,1,39,1,61,16,4717,1041,62
35690,6,11,5,5,1,4,1,39,0,41,9,0,0,50
35691,4,9,4,1,3,2,0,39,0,23,13,0,0,37
35692,4,11,4,8,1,4,0,39,0,24,9,100,327,29
35693,4,15,6,8,1,4,0,0,0,37,10,2354,0,40
35694,4,11,4,3,1,4,1,39,1,38,9,3336,0,47
35695,4,5,2,7,5,4,0,39,0,51,4,4567,0,40
35696,1,0,5,3,1,4,1,39,0,50,6,0,0,56
35697,4,9,4,4,3,4,0,39,0,27,13,0,0,44
35698,4,5,3,8,1,4,0,39,0,66,4,0,0,20
35699,4,9,2,10,0,4,1,39,1,31,13,12606,233,52
35700,4,0,0,7,1,2,1,39,0,49,6,0,0,40
35701,4,15,0,7,3,4,0,39,0,25,10,0,0,29
35702,4,12,2,10,0,4,1,39,1,45,14,11547,282,45
35703,4,15,2,7,0,4,1,39,1,30,10,2607,937,48
35704,4,5,2,3,0,4,1,39,0,58,4,913,0,37
35705,4,11,4,8,1,4,0,39,0,46,9,144,827,54
35706,4,14,2,10,5,4,0,39,1,36,15,2623,1327,31
35707,6,9,2,10,0,4,1,39,1,60,13,2561,39,32
35708,2,9,2,10,0,4,1,39,1,40,13,8580,719,43
35709,4,14,4,10,1,1,0,39,0,34,15,0,0,40
35710,2,11,4,1,1,4,1,39,0,26,9,0,0,40
35711,1,15,2,11,0,2,1,39,0,25,10,0,0,40
35712,4,11,0,7,4,4,1,39,0,35,9,0,1737,47
35713,4,11,2,14,0,4,1,39,0,44,9,14,522,56
35714,4,9,4,1,3,2,1,39,0,27,13,0,0,24
35715,4,15,4,12,1,4,0,39,0,30,10,0,289,34
35716,4,15,2,3,0,4,1,39,0,32,10,1775,501,35
35717,6,8,2,5,0,4,1,39,0,49,11,341,951,51
35718,4,9,2,10,0,4,1,0,1,42,13,55519,0,40
35719,4,15,2,3,0,4,1,39,1,40,10,5296,42,55
35720,4,11,2,11,0,2,1,19,0,61,9,0,0,40
35721,4,11,6,7,1,4,0,39,0,50,9,0,0,29
35722,5,11,2,4,0,1,1,36,1,33,9,0,0,84
35723,4,11,2,8,5,4,0,39,0,41,9,1806,104,38
35724,4,11,4,3,1,4,1,39,0,33,9,2,101,43
35725,4,6,2,14,0,4,1,39,1,55,5,0,0,48
35726,4,1,4,6,1,4,1,39,0,20,7,0,0,37
35727,4,15,4,12,3,4,0,39,0,21,10,133,127,14
35728,6,9,2,5,0,4,1,39,0,47,13,0,1033,50
35729,6,9,2,10,0,4,1,39,0,51,13,716,209,42
35730,4,15,2,4,0,4,1,39,0,58,10,1176,878,45
35731,4,0,2,6,2,4,1,39,0,32,6,0,0,40
35732,4,11,2,1,0,4,1,39,0,46,9,1547,0,32
35733,4,11,4,1,1,4,0,39,0,26,9,773,218,36
35734,2,5,0,8,4,4,0,4,0,51,4,0,0,40
35735,7,11,2,11,0,4,1,39,0,36,9,0,0,45
35736,4,7,3,1,2,4,1,39,0,39,12,0,0,60
35737,6,11,2,14,0,4,1,39,1,46,9,4833,413,38
35738,1,8,2,6,0,4,1,39,0,25,11,0,0,39
35739,4,12,2,10,0,4,1,39,0,47,14,2004,217,42
35740,4,0,4,6,3,4,1,39,0,21,6,231,0,25
35741,4,8,4,4,4,0,0,39,0,34,11,0,0,40
35742,4,11,0,6,1,4,1,39,0,65,9,120,425,37
35743,4,11,4,8,3,4,0,39,0,23,9,1895,81,50
35744,4,15,2,10,0,4,1,39,0,34,10,708,267,59
35745,4,7,4,1,3,4,0,39,0,26,12,0,0,35
35746,4,11,4,3,1,4,1,39,0,52,9,22,518,48
35747,4,5,6,8,4,2,0,39,0,58,4,0,0,37
35748,4,11,2,7,0,4,1,39,1,49,9,6355,532,47
35749,0,15,4,0,3,4,1,39,0,19,10,78,449,80
35750,4,11,2,14,0,4,1,39,0,26,9,1015,52,29
35751,4,11,4,3,3,4,1,39,0,34,9,298,128,46
35752,4,11,2,8,0,4,1,39,0,70,9,1310,99,44
35753,4,12,4,10,1,4,1,39,0,56,14,232,235,48
35754,2,11,4,1,3,4,0,39,0,27,9,0,0,35
35755,4,6,0,6,1,4,1,39,0,39,5,705,0,51
35756,7,14,2,10,0,4,1,39,1,33,15,3822,1239,51
35757,2,15,2,4,0,4,1,39,0,51,10,0,155,51
35758,4,9,4,10,1,4,0,31,0,29,13,0,0,60
35759,4,9,4,8,3,4,0,39,0,29,13,281,0,26
35760,4,11,2,4,0,4,1,39,0,36,9,815,79,31
35761,4,15,4,7,1,4,1,39,0,40,10,0,172,52
35762,4,15,2,3,0,4,1,39,1,43,10,823,859,39
35763,0,10,2,0,0,4,1,39,0,65,16,0,0,69
35764,4,11,0,1,4,4,0,39,0,44,9,590,592,37
35765,4,15,2,4,0,2,1,39,1,46,10,0,0,41
35766,7,12,2,10,0,4,1,39,1,62,14,7746,126,38
35767,4,15,2,1,0,4,1,39,1,41,10,3054,242,46
35768,4,11,0,8,4,4,0,39,0,25,9,0,1085,37
35769,4,9,2,10,0,4,1,39,1,65,13,14614,634,34
35770,4,9,2,10,5,4,0,39,1,40,13,26712,655,20
35771,4,11,4,10,1,4,1,39,0,29,9,859,0,54
35772,7,15,4,8,3,2,0,39,0,38,10,0,0,40
35773,4,1,0,4,1,4,0,39,0,49,7,0,0,38
35774,4,11,5,1,4,4,0,39,0,51,9,2041,380,32
35775,5,9,5,4,1,4,1,39,0,69,13,0,0,40
35776,4,9,2,12,0,4,1,39,1,36,13,3920,651,52
35777,4,15,4,6,3,4,1,39,0,24,10,0,99,37
35778,4,11,2,14,0,4,1,39,1,43,9,17635,871,52
35779,4,8,0,12,3,4,0,39,0,26,11,514,0,35
35780,4,2,0,8,4,4,0,39,0,34,8,0,0,30
35781,4,14,2,10,0,4,1,39,0,35,15,2206,301,30
35782,4,11,4,7,3,4,1,39,0,31,9,499,110,42
35783,4,9,2,13,0,4,1,39,0,25,13,0,0,36
35784,4,11,4,8,4,2,0,39,0,39,9,0,0,42
35785,4,11,2,4,0,4,1,39,1,53,9,3921,351,47
35786,4,15,0,10,1,4,1,39,0,34,10,0,14,24
35787,4,15,3,1,3,4,0,39,0,22,10,0,0,29
35788,4,11,2,8,0,4,1,39,0,36,9,880,107,50
35789,4,11,5,1,4,2,0,0,0,41,9,0,0,40
35790,4,12,4,10,1,4,0,39,0,46,14,296,344,68
35791,6,0,2,3,0,4,1,39,0,40,6,757,0,19
35792,4,9,2,4,0,4,1,39,1,45,13,12576,869,30
35793,4,3,6,6,2,4,1,27,0,78,2,0,0,20
35794,6,15,2,12,0,4,1,39,0,50,10,2055,242,59
35795,4,9,2,4,5,4,0,39,1,39,13,1446,611,41
35796,4,3,4,8,1,4,1,6,0,55,2,0,0,40
35797,4,7,0,12,4,4,0,39,0,37,12,2786,440,41
35798,4,10,2,10,0,4,1,39,1,45,16,27917,441,49
35799,4,11,6,12,4,4,0,39,0,62,9,0,646,29
35800,0,11,2,0,0,4,1,39,0,63,9,987,372,42
35801,0,4,2,0,0,4,1,18,0,71,3,0,0,40
35802,4,11,4,6,3,4,1,39,0,25,9,701,0,31
35803,4,15,4,12,1,4,1,39,0,31,10,0,250,47
35804,0,15,5,0,1,4,1,39,0,38,10,0,0,55
35805,4,9,2,10,0,4,1,39,0,32,13,1521,31,63
35806,0,15,4,0,3,4,1,39,0,17,10,66,91,21
35807,4,8,4,13,1,4,1,39,0,29,11,0,0,41
35808,5,15,2,4,0,4,1,39,1,35,10,12551,190,25
35809,2,10,4,10,1,4,1,26,1,31,16,0,0,50
35810,4,11,2,3,0,4,1,0,1,30,9,0,0,40
35811,2,15,0,1,1,4,0,39,0,40,10,84,0,36
35812,4,7,0,12,1,4,0,11,0,46,12,0,0,25
35813,4,11,2,1,5,4,0,39,0,27,9,2740,284,28
35814,4,6,2,6,0,4,1,33,0,33,5,0,0,40
35815,4,9,0,12,1,4,1,39,0,33,13,0,225,39
35816,4,11,3,1,2,4,0,39,0,46,9,0,0,38
35817,4,11,2,7,0,4,1,39,0,37,9,353,474,41
35818,4,6,4,6,3,2,1,39,0,24,5,843,0,37
35819,6,11,2,5,0,4,1,39,0,63,9,442,333,61
35820,4,11,0,10,4,0,0,39,0,47,9,0,0,40
35821,4,9,0,10,1,4,0,39,0,45,13,0,0,37
35822,4,6,2,7,0,4,1,39,0,43,5,200,184,41
35823,0,15,4,0,3,4,1,39,0,18,10,235,368,35
35824,7,9,2,10,0,4,1,39,1,57,13,562,145,40
35825,4,11,4,8,1,4,1,39,0,25,9,97,423,44
35826,0,0,4,0,3,4,1,39,0,17,6,434,272,32
35827,2,8,4,1,3,4,0,39,0,20,11,0,0,35
35828,4,9,2,4,0,4,1,39,1,42,13,6382,343,44
35829,4,11,0,7,4,4,0,39,0,34,9,0,0,48
35830,0,15,4,0,3,4,1,39,0,20,10,34,264,47
35831,4,9,4,12,1,4,1,39,0,26,13,3126,1811,46
35832,4,8,0,8,1,4,0,39,0,48,11,0,0,12
35833,4,11,2,3,0,4,1,39,1,34,9,5718,1111,42
35834,6,15,2,8,0,4,1,39,1,48,10,0,0,34
35835,4,11,0,1,4,4,0,39,0,31,9,699,249,41
35836,7,11,2,8,5,4,0,39,0,43,9,0,0,68
35837,6,11,2,12,0,4,1,39,0,44,9,106,728,49
35838,4,11,4,13,1,4,1,0,0,26,9,0,0,40
35839,0,11,2,0,0,4,1,39,0,67,9,1369,409,34
35840,4,15,4,3,1,4,1,39,0,37,10,802,369,45
35841,4,9,4,13,1,4,1,18,0,30,13,0,0,60
35842,4,15,0,3,4,4,1,39,0,36,10,0,0,45
35843,5,7,2,4,0,4,1,39,1,35,12,3868,583,44
35844,4,11,0,8,1,4,0,39,0,36,9,70,255,37
35845,4,9,0,12,1,4,1,39,0,44,13,0,1079,51
35846,4,11,0,1,1,4,0,39,0,48,9,0,400,38
35847,6,14,4,10,1,4,1,39,1,40,15,0,1997,45
35848,4,0,4,8,3,4,1,39,0,21,6,0,0,14
35849,6,1,4,14,1,2,1,39,0,36,7,0,0,40
35850,4,12,2,4,0,4,1,39,1,48,14,22666,24,46
35851,4,11,4,8,3,4,1,39,0,24,9,272,91,24
35852,7,7,0,10,4,4,0,39,0,37,12,0,0,38
35853,6,9,2,5,0,4,1,39,0,32,13,0,1050,28
35854,4,11,2,7,5,2,0,39,0,40,9,0,363,37
35855,4,0,5,12,1,4,0,39,0,20,6,0,0,36
35856,4,11,4,7,1,4,0,39,0,38,9,0,221,41
35857,4,11,2,14,0,4,1,39,1,24,9,10139,871,28
35858,7,15,0,1,4,2,1,39,0,29,10,0,0,40
35859,4,7,2,13,0,4,1,39,1,36,12,488,143,37
35860,4,11,2,8,0,4,1,39,0,33,9,622,10,27
35861,4,15,0,8,4,2,0,39,0,45,10,0,0,40
35862,4,15,4,12,3,4,1,39,0,24,10,9,66,37
35863,4,11,5,3,4,4,1,39,0,54,9,0,0,42
35864,0,11,6,0,4,4,1,39,0,67,9,0,0,23
35865,4,11,0,12,1,4,0,39,0,44,9,628,257,33
35866,4,15,4,8,3,4,0,39,0,20,10,222,63,43
35867,4,15,5,8,4,2,0,39,0,33,10,0,0,39
35868,5,9,4,10,1,4,0,39,0,34,13,0,0,40
35869,4,9,2,12,0,3,1,33,0,32,13,0,0,40
35870,4,15,2,10,0,4,1,39,1,55,10,1238,206,48
35871,4,9,0,8,1,4,0,39,0,43,13,0,0,24
35872,4,15,4,6,1,4,1,39,0,28,10,0,0,51
35873,4,9,2,3,0,4,1,39,1,39,13,17662,28,43
35874,2,9,4,10,3,4,0,39,0,34,13,1674,0,38
35875,1,11,4,1,2,0,1,39,0,58,9,0,0,40
35876,4,5,2,3,5,3,0,0,0,34,4,0,0,48
35877,4,11,4,8,4,4,0,39,0,25,9,0,0,27
35878,4,5,2,3,0,4,1,39,0,53,4,336,0,31
35879,0,1,2,0,0,4,1,39,0,58,7,41,368,13
35880,0,6,0,0,1,4,0,39,0,52,5,665,0,31
35881,4,11,5,1,4,4,0,39,0,40,9,680,602,38
35882,4,9,2,10,0,4,1,39,1,50,13,31950,736,36
35883,4,15,0,3,4,4,1,39,0,36,10,0,0,60
35884,4,11,0,1,4,4,0,39,0,40,9,321,151,42
35885,4,5,2,7,0,2,1,39,0,43,4,0,0,43
35886,4,11,0,3,1,4,1,39,0,31,9,334,166,51
35887,4,12,4,12,1,4,1,26,0,27,14,0,0,42
35888,1,12,3,4,1,4,0,39,1,48,14,10520,0,50
35889,2,8,0,1,4,4,0,39,0,48,11,0,0,48
35890,4,11,4,13,2,2,1,0,0,26,9,0,0,40
35891,4,9,2,1,0,4,1,39,1,43,13,2876,86,30
35892,1,7,2,1,0,4,1,39,0,34,12,0,0,51
35893,4,12,2,10,0,4,1,39,1,37,14,5657,953,54
35894,4,11,4,1,3,4,0,39,0,35,9,897,0,28
35895,4,11,4,6,4,2,0,39,0,29,9,0,0,35
35896,1,11,4,1,4,4,0,39,0,52,9,0,0,27
35897,4,15,5,1,1,4,0,39,0,47,10,0,465,39
35898,4,8,4,4,3,4,0,39,0,27,11,35,0,40
35899,4,9,4,4,1,4,1,39,0,30,13,293,202,40
35900,5,11,2,4,0,4,1,39,1,47,9,5790,72,59
35901,6,9,2,10,0,4,1,39,0,50,13,1027,244,24
35902,4,7,2,12,0,4,1,39,0,58,12,0,0,30
35903,4,12,2,4,5,4,0,39,1,34,14,11487,304,58
35904,4,11,6,5,4,4,1,39,0,45,9,0,0,65
35905,2,11,2,11,0,4,1,39,0,50,9,978,0,52
35906,4,1,4,8,3,2,0,39,0,18,7,0,0,32
35907,4,11,4,7,3,4,1,39,0,26,9,460,307,42
35908,4,6,0,3,1,4,1,39,0,41,5,0,0,46
35909,4,11,0,10,1,4,0,39,0,40,9,3590,0,48
35910,4,9,2,11,0,2,1,39,1,37,13,1938,0,40
35911,4,11,4,3,1,4,1,39,0,27,9,577,265,42
35912,4,7,4,1,1,4,0,39,0,33,12,0,0,37
35913,4,9,4,1,4,4,0,39,0,25,13,0,0,45
35914,4,15,0,8,4,4,0,39,0,31,10,0,0,38
35915,4,15,4,8,1,2,1,39,0,23,10,0,0,40
35916,4,9,2,12,0,4,1,39,1,46,13,7217,463,45
35917,4,11,0,4,4,4,0,39,0,38,9,212,135,41
35918,6,9,0,8,1,4,0,39,0,57,13,0,0,23
35919,4,11,2,14,0,4,1,39,0,39,9,1038,5,80
35920,4,1,2,6,0,4,1,39,0,36,7,0,132,41
35921,2,9,4,11,3,4,1,39,0,26,13,0,0,40
35922,1,9,2,10,0,4,1,39,1,35,13,117,416,42
35923,4,15,2,3,0,4,1,39,1,31,10,1900,40,36
35924,4,12,2,4,0,4,1,39,1,58,14,11677,596,46
35925,4,11,4,7,3,4,1,39,0,31,9,1470,179,54
35926,4,4,4,6,2,4,1,8,0,23,3,0,0,40
35927,4,11,2,1,5,4,0,39,0,36,9,212,39,37
35928,4,9,2,4,0,4,1,39,1,31,13,8453,284,41
35929,4,3,4,9,1,4,0,26,0,28,2,0,0,40
35930,4,15,4,8,3,4,1,39,0,42,10,15,193,30
35931,2,11,5,14,4,4,0,39,0,48,9,0,0,25
35932,2,9,4,11,1,4,0,39,1,38,13,4787,0,43
35933,1,15,4,4,4,4,0,39,0,39,10,0,0,40
35934,4,11,2,7,0,4,1,39,0,32,9,524,620,39
35935,5,12,2,10,0,4,1,39,1,51,14,11755,994,56
35936,0,11,2,0,0,4,1,39,0,50,9,429,433,31
35937,7,11,2,3,0,4,1,39,0,47,9,1213,161,38
35938,4,11,3,8,2,1,0,0,0,39,9,0,0,40
35939,4,9,4,10,3,4,0,39,0,28,13,0,181,24
35940,4,9,4,4,4,4,0,5,0,38,13,0,0,40
35941,4,14,2,10,0,4,1,39,1,50,15,47382,648,35
35942,4,9,5,10,1,2,0,39,1,41,13,99999,0,60
35943,4,8,2,3,0,4,1,39,0,43,11,1872,502,56
35944,0,11,4,0,1,4,0,39,0,22,9,193,0,32
35945,4,9,4,10,1,4,0,39,0,27,13,1363,695,38
35946,4,11,6,12,1,4,0,39,0,51,9,66,182,35
35947,4,5,2,6,0,3,1,33,0,28,4,0,2179,40
35948,4,11,4,8,1,2,1,39,0,33,9,0,1114,40
35949,4,15,0,4,4,2,0,39,0,35,10,0,0,49
35950,4,14,2,10,0,4,1,39,1,42,15,3773,1005,86
35951,4,15,4,1,1,4,0,39,0,27,10,33,221,44
35952,4,9,4,8,1,4,0,39,0,29,13,0,0,38
35953,4,15,4,1,3,4,1,39,0,20,10,217,105,39
35954,4,15,4,1,1,4,0,39,0,49,10,1676,104,43
35955,4,11,4,7,1,4,0,39,0,28,9,0,64,36
35956,6,15,4,4,4,4,1,39,0,26,10,0,0,15
35957,4,11,2,12,0,4,1,39,0,65,9,56,260,54
35958,4,11,4,8,3,4,0,39,0,21,9,694,168,18
35959,4,1,2,8,0,4,1,39,0,57,7,0,0,42
35960,4,11,2,4,0,4,1,39,0,35,9,374,155,47
35961,4,15,0,1,4,4,0,39,0,42,10,470,7,28
35962,4,11,2,3,0,4,1,39,0,65,9,1140,126,44
35963,4,11,4,3,3,4,1,39,0,29,9,251,279,38
35964,4,11,4,1,2,4,1,39,0,37,9,0,1059,32
35965,4,11,5,8,1,4,0,39,0,35,9,2034,0,36
35966,4,15,0,13,4,4,1,39,0,31,10,0,0,40
35967,4,12,2,4,0,4,1,39,1,42,14,13319,601,45
35968,0,11,2,0,0,4,1,39,0,57,9,920,363,34
35969,4,11,4,6,2,4,1,26,0,23,9,0,0,32
35970,4,11,4,3,3,4,1,26,0,22,9,0,0,39
35971,6,9,2,12,5,4,0,39,1,37,13,0,0,56
35972,6,9,5,3,3,4,1,39,0,39,13,0,0,35
35973,4,1,4,6,3,2,1,39,0,20,7,0,0,40
35974,7,7,4,1,1,4,0,39,0,38,12,2337,0,44
35975,7,15,0,1,1,4,0,39,0,61,10,0,4,38
35976,4,15,2,14,0,4,1,39,0,38,10,1316,332,56
35977,1,5,4,8,1,2,1,39,0,49,4,0,0,20
35978,4,15,2,12,0,2,1,39,0,36,10,0,0,53
35979,5,9,2,10,0,4,1,39,1,48,13,11067,693,40
35980,4,12,6,4,1,4,0,39,0,62,14,0,0,35
35981,4,1,4,6,1,4,1,39,0,19,7,0,0,31
35982,4,15,4,1,3,0,0,39,0,36,10,0,0,40
35983,1,9,2,4,0,4,1,39,1,44,13,10459,598,43
35984,4,15,2,7,0,4,1,39,1,35,10,1048,307,45
35985,1,5,6,8,4,4,0,33,0,64,4,0,0,30
35986,4,1,4,6,3,4,1,39,0,35,7,156,269,26
35987,4,5,2,5,0,4,1,39,0,58,4,727,102,32
35988,4,9,2,13,0,4,1,39,1,35,13,999,19,37
35989,4,9,0,14,1,4,1,39,0,43,13,0,0,49
35990,4,4,4,12,3,4,0,39,0,17,3,0,0,20
35991,2,9,2,10,5,4,0,39,1,48,13,2509,185,42
35992,5,9,4,10,1,4,1,39,1,31,13,0,0,45
35993,4,12,2,4,0,4,1,39,1,66,14,2231,244,49
35994,4,11,0,7,4,4,1,39,0,31,9,0,1586,45
35995,4,11,2,8,0,3,1,39,0,31,9,0,0,40
35996,4,11,4,8,3,4,1,39,0,20,9,198,177,22
35997,4,11,2,8,0,4,1,26,0,30,9,0,0,32
35998,4,10,2,12,0,4,1,39,0,51,16,0,0,54
35999,0,11,4,0,3,4,0,39,0,33,9,409,181,36
36000,4,11,4,12,3,4,0,39,0,26,9,600,45,28
36001,0,11,4,0,3,4,1,39,0,18,9,0,298,28
36002,4,11,6,12,1,4,0,39,0,50,9,191,1158,43
36003,0,15,4,0,3,4,1,39,0,23,10,48,148,31
36004,4,15,2,12,0,4,1,39,1,45,10,3624,1246,51
36005,4,15,4,4,3,4,0,39,0,21,10,0,0,27
36006,4,11,4,8,3,4,0,39,0,33,9,2606,59,19
36007,5,9,2,4,0,4,1,39,1,35,13,21420,259,59
36008,4,11,4,6,3,4,1,39,0,18,9,814,0,35
36009,0,7,1,0,5,4,0,39,0,28,12,0,0,3
36010,0,11,6,0,1,4,0,39,0,69,9,543,142,20
36011,4,9,4,7,1,1,1,3,0,24,13,0,0,45
36012,4,9,2,4,0,2,1,39,1,37,13,1686,749,46
36013,4,8,2,8,0,4,1,39,0,27,11,0,0,34
36014,4,11,4,1,3,4,1,39,0,36,9,0,293,41
36015,4,2,0,7,1,4,1,39,0,30,8,0,0,40
36016,4,1,0,7,1,4,1,39,0,42,7,0,0,51
36017,4,11,2,7,0,4,1,39,0,45,9,354,12,33
36018,6,9,2,1,5,4,0,39,1,44,13,61060,0,38
36019,6,11,2,3,0,4,1,39,0,31,9,778,318,38
36020,4,9,4,10,1,4,0,26,0,49,13,0,0,45
36021,4,11,0,1,4,4,0,39,0,36,9,698,15,37
36022,4,15,4,12,1,4,1,39,0,42,10,0,179,38
36023,7,10,2,4,0,4,1,39,1,50,16,759,783,51
36024,4,11,2,12,0,4,1,39,1,47,9,21678,331,51
36025,4,15,2,12,0,4,1,39,1,34,10,5130,30,40
36026,4,12,0,10,4,4,0,39,1,47,14,0,1782,45
36027,4,9,0,4,1,4,1,39,0,28,13,1085,0,64
36028,4,11,2,3,0,4,1,11,0,30,9,0,0,35
36029,4,9,2,10,0,2,1,39,1,41,13,3535,192,49
36030,4,11,4,1,1,2,0,39,0,26,9,880,7,39
36031,4,9,2,12,5,4,0,0,1,40,13,0,0,72
36032,4,11,5,1,4,4,0,39,0,41,9,13,278,36
36033,4,11,5,7,4,4,0,5,0,41,9,0,0,44
36034,4,11,6,8,4,2,0,39,0,46,9,21,0,29
36035,4,15,2,12,0,4,1,39,1,38,10,5287,757,38
36036,7,11,6,1,1,4,0,39,0,61,9,0,0,26
36037,4,11,4,6,1,4,1,39,0,27,9,69,17,47
36038,4,10,4,10,1,4,1,39,1,37,16,1999,0,35
36039,6,0,0,12,3,4,1,39,0,56,6,0,0,40
36040,4,9,2,12,0,4,1,39,1,44,13,23035,841,29
36041,4,9,2,14,0,4,1,39,1,44,13,9399,94,43
36042,4,1,2,7,0,4,1,39,0,61,7,0,0,37
36043,4,9,0,4,1,4,0,39,0,45,13,0,1173,53
36044,4,6,5,3,4,2,1,39,0,42,5,0,0,40
36045,4,9,6,1,1,4,0,39,0,62,13,0,0,25
36046,4,15,0,8,1,4,0,39,0,41,10,0,336,31
36047,0,11,2,0,0,4,1,39,0,48,9,1144,1175,14
36048,4,11,2,10,0,4,1,39,1,35,9,17606,1393,42
36049,6,8,2,14,5,4,0,11,1,60,11,0,0,15
36050,4,15,0,8,4,2,0,39,0,48,10,0,0,39
36051,4,3,2,8,0,4,1,26,0,46,2,0,0,46
36052,6,7,2,12,0,4,1,39,1,55,12,1799,0,24
36053,4,9,2,4,0,4,1,39,1,44,13,11992,1344,37
36054,4,9,4,12,1,4,0,39,1,35,13,1339,900,54
36055,4,15,4,12,3,4,1,39,0,26,10,3,190,23
36056,4,11,2,12,1,2,1,39,0,23,9,0,0,60
36057,4,7,4,1,1,4,1,39,0,25,12,827,0,15
36058,4,7,4,3,3,2,0,39,0,34,12,0,0,40
36059,4,11,2,12,0,4,1,0,0,56,9,0,0,35
36060,4,14,4,10,1,4,1,39,0,56,15,0,0,65
36061,7,11,2,4,0,4,1,39,1,51,9,0,0,50
36062,4,7,4,13,1,4,1,0,0,25,12,0,0,13
36063,4,2,2,3,0,4,1,39,1,39,8,3406,0,51
36064,4,15,2,14,0,4,1,39,1,46,10,6012,89,45
36065,4,15,4,5,3,4,1,39,0,20,10,0,0,17
36066,4,11,6,9,4,4,0,39,0,66,9,0,0,23
36067,2,4,2,8,0,4,1,39,0,49,3,0,0,40
36068,6,11,4,3,3,4,1,39,0,28,9,0,0,40
36069,4,11,2,1,0,4,1,39,0,27,9,414,0,38
36070,4,15,4,8,1,4,0,39,0,26,10,72,1,47
36071,0,11,2,0,0,4,1,39,0,70,9,1140,235,43
36072,4,9,2,12,0,4,1,39,1,44,13,20578,940,47
36073,4,15,0,3,1,4,1,39,0,41,10,81,561,64
36074,4,7,4,10,2,1,0,30,0,31,12,0,0,40
36075,0,15,4,0,3,4,1,39,0,22,10,28,482,20
36076,7,15,2,1,0,4,1,39,0,34,10,0,0,29
36077,4,15,4,4,1,4,1,39,1,42,10,6016,0,44
36078,2,15,4,11,1,2,1,39,0,34,10,0,416,40
36079,7,7,0,1,3,1,1,39,0,55,12,0,0,40
36080,4,11,5,12,1,4,0,39,0,46,9,0,0,36
36081,5,11,2,8,0,4,1,39,1,73,9,0,0,36
36082,4,1,4,6,3,4,1,39,0,23,7,0,144,43
36083,2,9,2,10,0,4,1,39,1,51,13,10812,418,42
36084,4,15,2,12,0,4,1,39,1,47,10,8429,943,38
36085,4,15,4,4,3,4,1,39,0,20,10,0,0,64
36086,4,11,2,12,0,4,1,39,0,49,9,314,104,15
36087,4,1,4,12,3,2,0,39,0,17,7,0,589,30
36088,4,1,4,14,3,4,1,39,0,20,7,0,5,28
36089,4,15,4,5,3,4,1,39,0,19,10,0,0,55
36090,2,15,2,5,0,4,1,39,0,37,10,0,761,40
