a,b,c,d,e,f,g,h,i,j,k,l,m,n
25,6,6,5,4,3,1,4,1,0,0,15,39,0
36,7,9,13,0,10,1,4,1,0,1876,44,39,0
69,6,11,9,2,13,0,4,1,0,0,30,39,0
28,4,9,13,2,10,5,4,0,0,0,45,39,1
20,4,15,10,4,1,3,4,0,0,0,20,39,0
21,4,5,4,4,5,4,4,1,0,0,40,39,0
37,4,9,13,2,13,0,4,1,0,0,40,39,1
21,4,11,9,4,7,3,4,1,0,0,32,39,0
25,0,7,12,2,0,0,4,1,0,0,13,39,0
39,4,11,9,2,8,2,2,0,0,0,40,39,0
34,4,8,11,2,8,0,4,1,0,0,40,39,1
33,2,11,9,2,3,0,4,1,0,0,40,39,0
47,4,11,9,2,14,0,4,1,0,0,50,39,1
29,4,8,11,4,1,1,4,0,0,0,40,39,0
48,4,11,9,2,13,0,4,1,0,0,89,39,0
42,5,10,16,2,10,0,4,1,0,1977,60,39,1
29,4,1,7,0,7,4,4,0,0,0,40,39,0
34,4,11,9,4,6,3,4,1,0,0,40,39,0
20,4,15,10,4,8,3,4,1,0,0,25,39,0
41,4,12,14,2,10,0,4,1,0,0,40,39,1
45,4,15,10,0,4,1,4,1,0,1876,50,39,0
22,0,8,11,4,0,3,4,1,0,0,40,39,0
23,4,11,9,0,6,3,4,1,0,0,44,39,0
19,4,15,10,4,1,3,4,0,0,0,38,39,0
24,4,15,10,4,3,3,4,1,0,0,40,39,0
20,4,15,10,4,12,3,4,1,0,0,30,0,0
32,4,11,9,0,3,1,4,1,0,0,40,39,0
52,4,12,14,0,10,4,4,1,15020,0,50,39,1
36,4,11,9,4,12,4,4,1,0,0,60,39,1
18,4,0,6,4,7,3,4,1,0,0,30,39,0
27,4,11,9,0,12,3,4,0,0,0,40,39,0
26,4,15,10,2,12,0,4,1,0,0,60,39,0
52,4,7,12,0,10,4,4,0,0,0,32,39,0
24,4,15,10,4,3,4,0,1,0,0,40,26,0
42,1,11,9,0,1,1,2,1,0,0,40,39,0
39,4,14,15,2,10,5,4,0,7688,0,60,39,1
20,0,15,10,4,0,3,4,0,0,0,35,39,0
20,7,15,10,4,1,3,4,0,0,0,10,39,0
39,4,11,9,6,6,4,4,1,0,0,40,0,0
68,0,1,7,2,0,0,4,1,0,0,30,39,0
35,4,11,9,4,7,4,2,0,0,0,48,39,0
54,4,9,13,2,8,0,4,1,0,0,40,39,0
24,4,9,13,4,4,3,4,1,0,0,40,39,0
24,4,9,13,4,10,1,4,0,0,0,8,39,0
20,4,15,10,4,1,3,2,0,0,0,15,39,0
64,0,13,1,2,0,0,4,1,0,0,40,39,0
28,4,9,13,4,10,1,4,0,0,0,35,39,0
36,6,11,9,2,3,0,4,1,0,0,47,39,0
44,5,11,9,2,14,0,4,1,0,0,60,0,0
38,4,15,10,5,7,1,4,1,0,2258,55,39,1
22,4,11,9,4,1,1,4,0,0,0,60,39,0
56,4,11,9,2,7,0,4,1,0,0,40,39,0
24,4,9,13,2,10,0,4,1,0,0,45,39,0
24,6,15,10,4,8,1,4,0,0,0,75,39,0
22,4,7,12,4,1,1,4,0,0,0,40,39,0
21,4,15,10,4,4,3,4,0,0,0,30,39,0
42,4,9,13,2,4,0,4,1,0,0,40,39,1
41,2,12,14,0,10,4,4,0,0,0,55,39,0
19,4,11,9,4,8,3,4,0,34095,0,20,39,0
67,6,15,10,2,5,0,4,1,0,0,44,39,0
20,4,15,10,4,12,3,4,0,0,0,30,39,0
32,4,11,9,2,3,0,3,1,0,0,40,39,0
46,4,11,9,5,7,3,2,0,0,0,40,39,0
52,4,11,9,4,12,1,4,0,0,0,36,39,0
44,4,9,13,0,10,4,2,1,0,0,40,39,0
65,0,1,7,2,0,0,4,1,0,0,40,26,0
37,2,9,13,2,10,0,4,1,0,1887,40,39,1
27,6,15,10,2,5,0,4,1,0,0,50,39,0
35,4,11,9,2,7,5,2,0,0,0,35,39,0
30,4,11,9,4,1,1,4,0,0,0,45,39,0
64,2,11,9,2,3,0,4,1,3137,0,40,39,0
48,4,11,9,0,1,1,4,0,0,0,37,39,1
35,4,5,4,0,13,4,4,0,0,0,40,39,0
28,6,9,13,4,13,1,4,1,0,0,45,39,0
63,6,9,13,2,10,0,1,1,0,1977,32,3,1
40,6,14,15,2,10,0,4,1,0,0,55,39,1
33,4,15,10,4,12,1,4,1,0,0,40,39,0
40,4,15,10,2,3,0,4,1,0,0,50,39,1
25,4,5,4,4,12,2,4,1,0,0,45,13,0
45,5,9,13,2,4,0,4,1,0,0,38,39,1
30,4,15,10,2,7,0,4,1,0,0,40,39,1
53,4,15,10,4,1,4,2,0,0,0,40,39,0
63,4,11,9,2,1,0,1,1,2105,0,40,40,0
27,2,15,10,2,11,0,4,1,0,0,60,39,0
31,4,1,7,4,3,1,4,1,0,0,40,39,0
33,4,11,9,2,14,0,4,1,0,0,60,39,0
39,7,9,13,0,11,1,4,1,0,0,40,26,1
42,6,15,10,2,3,0,4,1,0,0,45,39,1
19,4,11,9,4,8,3,2,1,0,0,30,39,0
31,4,9,13,2,10,0,4,1,0,0,40,39,0
53,4,11,9,2,3,0,4,1,0,0,40,39,0
47,6,15,10,2,10,0,4,1,0,0,20,39,0
27,4,10,16,4,1,3,4,0,0,0,40,39,0
22,4,11,9,4,13,1,4,0,0,0,40,39,0
29,4,11,9,2,12,5,4,0,0,0,40,39,1
52,4,11,9,6,12,4,4,0,0,1762,40,39,0
32,4,8,11,0,3,3,4,1,0,0,46,39,0
23,4,11,9,4,12,1,4,1,0,0,40,39,0
27,4,15,10,4,1,3,4,1,0,0,20,39,0
53,4,11,9,6,7,1,2,0,0,0,40,39,0
18,4,11,9,4,6,3,4,1,0,0,20,39,0
41,4,9,13,5,12,4,4,0,0,0,30,39,0
27,4,11,9,2,7,5,4,0,0,0,40,6,0
30,4,15,10,0,12,3,4,1,0,0,40,39,0
41,4,11,9,0,13,4,4,0,0,0,40,39,0
21,4,15,10,4,1,1,4,0,0,0,30,39,0
58,7,11,9,3,8,4,2,0,0,0,40,16,0
45,7,9,13,0,11,1,4,0,0,0,40,39,0
40,4,0,6,0,14,3,4,1,0,0,40,39,0
21,4,15,10,4,1,1,4,0,0,0,40,39,0
29,4,9,13,4,10,1,3,0,0,1590,40,39,0
50,4,8,11,2,8,5,2,0,0,0,40,39,0
26,4,11,9,2,3,0,4,1,0,0,40,39,0
23,4,11,9,5,6,2,4,0,0,0,40,39,0
27,4,9,13,4,13,3,4,1,0,0,40,39,0
36,2,9,13,4,1,1,2,0,0,0,40,39,0
22,1,11,9,4,1,2,4,1,0,0,40,39,0
37,1,15,10,4,8,3,4,1,0,0,40,24,0
54,4,9,13,2,14,0,4,1,0,0,40,39,0
36,4,11,9,0,5,4,4,1,0,0,50,39,0
44,4,8,11,2,4,0,2,1,0,0,40,39,0
38,4,15,10,2,11,0,2,1,0,0,40,39,1
49,4,15,10,0,3,1,4,0,0,0,40,39,0
18,4,1,7,4,6,3,4,1,0,0,12,39,0
26,4,9,13,4,12,1,4,1,0,0,48,39,0
48,4,9,13,2,1,0,4,1,0,0,45,0,1
32,4,1,7,2,7,5,4,0,0,0,40,39,0
35,7,11,9,4,13,3,4,1,0,0,40,39,0
40,4,11,9,4,1,1,4,0,0,0,45,39,0
40,6,11,9,2,3,0,4,1,3411,0,40,39,0
42,7,14,15,2,10,0,1,1,0,0,72,19,1
30,4,11,9,2,12,0,4,1,0,0,40,39,0
19,4,15,10,4,12,3,4,0,0,0,20,39,0
36,4,7,12,2,12,0,4,1,0,0,60,39,1
31,4,11,9,4,12,1,4,0,0,0,40,39,0
50,1,7,12,2,4,0,4,1,0,0,60,39,0
38,4,11,9,0,3,1,2,1,0,0,40,39,0
35,4,15,10,2,10,0,4,1,0,0,50,39,1
45,4,9,13,2,10,0,4,1,0,0,40,39,1
29,4,0,6,5,12,4,4,0,0,0,40,39,0
41,4,15,10,0,3,1,4,1,0,0,46,39,1
33,4,14,15,4,10,1,4,0,0,0,50,39,1
49,4,15,10,4,8,1,4,0,0,0,60,39,0
28,4,15,10,2,4,0,4,1,0,0,40,39,1
49,2,9,13,2,11,0,2,1,15024,0,40,39,1
27,4,11,9,5,7,3,4,0,0,0,40,39,0
47,5,11,9,2,4,0,4,1,2885,0,32,39,0
42,7,10,16,4,4,1,4,0,0,0,40,22,1
30,4,11,9,4,4,1,4,1,0,0,60,39,0
37,2,11,9,2,3,0,4,1,0,0,40,39,0
37,4,10,16,2,10,5,4,0,0,0,35,39,0
51,4,11,9,3,12,1,2,0,0,0,38,39,0
27,1,11,9,2,8,0,4,1,0,0,40,39,0
53,4,11,9,4,12,1,4,0,0,0,40,39,0
45,4,11,9,4,3,1,4,1,0,0,40,39,0
37,5,9,13,2,10,0,4,1,0,0,45,39,0
40,1,9,13,4,10,1,4,0,0,0,40,0,0
54,7,12,14,2,10,0,1,1,0,0,40,19,1
47,5,11,9,2,4,0,4,1,0,0,42,39,1
35,4,11,9,2,8,0,4,1,0,0,40,41,1
33,4,11,9,2,7,0,4,1,0,0,40,39,0
28,2,15,10,4,1,2,2,1,0,0,40,14,0
39,7,9,13,2,4,5,4,0,0,0,55,39,1
25,0,11,9,4,0,3,4,1,0,1602,40,39,0
33,4,9,13,2,12,0,4,1,0,0,40,39,0
34,4,1,7,4,8,1,4,0,0,0,40,21,0
53,4,11,9,2,14,0,4,1,0,0,40,39,1
21,4,7,12,4,1,3,4,1,0,0,35,39,0
31,7,10,16,2,4,0,4,1,7298,0,55,39,1
63,4,11,9,2,10,0,4,1,0,0,45,39,0
21,6,15,10,4,8,3,4,1,0,0,30,39,0
59,4,11,9,2,3,0,4,1,0,0,40,39,1
50,4,3,2,5,10,4,2,0,0,0,40,39,0
66,0,11,9,2,0,5,4,0,0,0,20,39,0
19,4,11,9,4,14,3,4,1,0,0,30,39,0
31,4,9,13,4,13,1,4,1,0,0,45,39,0
23,4,9,13,2,10,5,4,0,0,0,40,39,0
45,4,8,11,2,4,5,4,0,0,0,40,39,1
35,2,9,13,2,10,0,4,1,0,0,40,39,0
32,4,9,13,4,3,3,4,1,0,0,40,39,0
20,4,5,4,4,7,2,4,0,0,0,60,26,0
38,4,11,9,2,4,2,4,1,0,0,40,39,1
49,4,11,9,2,8,5,1,0,0,0,8,30,0
64,4,11,9,0,7,1,4,0,0,0,40,39,0
60,2,1,7,2,14,0,4,1,0,0,20,39,0
25,4,9,13,4,10,1,4,0,0,0,50,39,0
21,4,11,9,4,3,1,4,1,0,0,35,39,0
26,4,11,9,4,9,2,4,0,0,1602,15,26,0
23,4,15,10,4,1,1,4,1,0,0,20,39,0
67,5,12,14,2,12,0,4,1,0,0,48,39,1
24,4,11,9,0,12,4,4,0,0,0,30,39,0
46,4,3,2,5,7,3,4,0,0,0,40,13,0
38,7,10,16,2,10,0,1,1,0,0,40,36,0
20,4,5,4,4,7,2,4,1,0,0,40,39,0
28,0,15,10,4,0,2,4,0,0,0,40,39,0
26,4,9,13,4,10,1,4,1,0,0,48,39,0
58,4,11,9,2,7,0,4,1,0,0,40,39,0
31,7,15,10,4,8,1,1,1,0,0,40,39,0
37,7,7,12,0,11,1,2,1,0,0,38,39,0
53,7,10,16,2,10,0,4,1,0,0,40,0,1
45,4,5,4,0,7,1,2,0,0,0,35,39,0
33,4,11,9,4,1,1,4,0,0,0,50,39,0
33,7,12,14,2,11,0,2,1,0,0,40,39,0
35,4,11,9,0,6,1,4,1,0,0,25,39,0
60,6,11,9,2,4,0,2,1,0,0,40,39,0
21,4,15,10,4,12,3,4,0,0,0,20,39,0
38,4,0,6,2,3,0,2,1,0,0,45,39,0
40,4,8,11,0,3,4,4,0,0,0,40,39,0
40,4,15,10,2,12,5,4,0,0,0,40,39,1
44,6,14,15,2,10,0,4,1,0,0,70,39,1
27,4,15,10,2,4,0,4,1,0,0,60,39,0
34,6,15,10,2,3,0,4,1,0,0,55,39,1
20,0,15,10,4,0,3,4,1,0,0,25,39,0
49,2,15,10,2,11,0,4,1,0,0,40,39,0
37,4,15,10,2,3,0,4,1,0,0,50,39,1
52,4,0,6,2,14,0,4,1,0,0,30,39,1
46,4,15,10,2,7,0,2,1,0,0,40,39,0
20,4,15,10,4,7,1,1,0,0,0,40,0,0
43,4,11,9,2,3,0,4,1,0,0,40,39,0
46,2,9,13,0,1,1,4,0,99999,0,40,39,1
25,7,15,10,2,8,5,4,0,0,0,15,39,0
48,4,9,13,0,1,1,4,1,0,0,40,39,0
36,2,15,10,0,11,4,4,1,0,0,55,39,0
37,4,11,9,0,3,1,4,1,14344,0,40,39,1
18,0,15,10,4,0,3,4,1,0,0,60,39,0
42,4,12,14,2,10,0,4,1,0,0,50,39,1
60,4,7,12,2,1,0,4,1,0,0,24,39,0
37,5,15,10,2,14,0,4,1,0,0,55,39,1
44,2,7,12,0,13,1,2,1,0,0,40,39,0
32,4,0,6,2,3,0,4,1,0,0,40,39,0
29,4,9,13,4,1,3,4,0,0,0,40,32,0
42,2,12,14,2,10,0,4,1,0,0,35,39,1
17,4,1,7,4,6,3,4,1,0,0,12,39,0
41,4,2,8,2,8,5,4,0,0,0,10,39,0
34,4,15,10,2,4,5,4,0,0,1887,40,39,1
56,4,0,6,5,8,4,4,0,0,0,32,39,0
28,4,15,10,4,1,3,4,1,0,0,40,39,0
28,6,1,7,4,12,3,4,1,0,0,40,39,0
19,4,5,4,4,14,4,4,1,0,0,25,13,0
49,1,15,10,2,13,0,4,1,0,0,40,39,1
36,6,15,10,2,8,5,4,0,0,0,50,39,0
25,4,15,10,2,14,0,4,1,0,0,35,39,0
42,4,9,13,0,10,1,4,1,0,0,40,39,0
47,6,14,15,2,10,0,4,1,0,1977,50,39,1
26,4,15,10,2,11,0,4,1,0,0,40,39,0
35,4,15,10,2,4,0,4,1,0,0,58,39,0
37,4,11,9,2,3,0,4,1,0,0,45,39,0
39,2,11,9,4,11,3,0,1,4650,0,48,39,0
42,4,11,9,2,4,0,4,1,0,0,35,39,1
41,4,15,10,0,8,1,4,0,0,0,36,39,1
23,4,15,10,0,8,3,4,0,0,0,24,39,0
31,1,11,9,2,13,0,4,1,0,0,40,39,0
36,2,15,10,2,11,0,4,1,0,0,57,39,1
20,4,15,10,4,10,4,4,0,0,0,25,39,0
36,4,15,10,4,7,4,4,1,0,0,45,39,0
50,4,11,9,2,7,0,4,1,0,0,50,39,1
37,4,11,9,4,7,3,4,1,0,0,40,39,0
25,4,9,13,4,5,3,4,1,27828,0,50,39,1
39,4,15,10,0,8,4,4,0,0,0,60,39,0
32,4,11,9,2,5,5,4,0,0,0,40,39,0
59,4,15,10,6,1,1,4,0,0,0,35,39,0
29,4,9,13,2,3,0,4,1,3411,0,45,39,0
50,4,11,9,2,14,0,2,1,0,0,40,39,0
42,4,8,11,2,12,0,4,1,0,0,37,39,0
32,4,15,10,0,10,1,4,1,0,0,40,39,0
48,4,7,12,2,12,0,4,1,0,1902,40,39,1
20,4,11,9,2,3,0,4,1,3781,0,35,39,0
50,6,0,6,0,3,1,4,1,0,0,45,39,0
18,4,15,10,4,3,1,4,1,0,0,30,39,0
60,4,12,14,4,10,1,4,1,0,0,50,39,0
60,4,15,10,2,10,0,4,1,0,0,40,0,0
42,2,12,14,4,10,1,4,1,0,0,22,39,0
49,4,11,9,0,8,4,4,0,0,0,35,39,0
35,5,15,10,2,12,5,4,0,0,0,40,39,0
30,6,7,12,2,12,0,4,1,0,0,60,20,0
59,4,15,10,2,4,0,4,1,0,0,40,39,1
24,5,11,9,4,8,1,2,1,13550,0,50,39,1
55,4,7,12,0,1,4,4,0,0,0,40,39,0
19,4,11,9,4,1,3,4,0,0,0,20,39,0
39,4,11,9,2,3,0,4,1,0,0,40,39,0
48,4,15,10,0,4,4,4,0,0,0,40,39,0
44,4,9,13,2,10,0,4,1,7688,0,40,39,1
21,4,15,10,4,6,3,4,1,0,0,30,39,0
23,4,9,13,4,13,3,2,1,0,0,40,39,0
22,4,15,10,4,8,3,4,1,0,0,30,39,0
55,6,12,14,2,10,0,4,1,0,0,55,39,1
19,4,15,10,4,12,1,4,0,0,0,40,39,0
23,4,15,10,4,6,1,4,1,0,0,25,39,0
46,4,11,9,2,14,0,4,1,15024,0,44,39,1
23,4,9,13,4,1,1,4,0,0,0,23,39,0
47,5,12,14,2,4,0,4,1,15024,0,50,39,1
23,4,15,10,4,12,3,4,0,0,0,15,39,0
42,4,15,10,2,8,0,4,1,0,0,40,39,1
22,7,9,13,4,1,3,4,0,0,0,10,39,0
18,4,11,9,4,1,3,4,1,0,0,20,39,0
37,4,9,13,2,4,0,4,1,0,1977,50,39,1
34,4,6,5,2,3,0,4,1,0,0,50,39,0
30,4,7,12,5,8,4,4,0,0,0,40,39,0
62,6,15,10,6,5,4,4,0,0,0,50,39,0
51,4,15,10,2,6,0,4,1,0,0,40,39,0
34,4,11,9,2,8,0,2,1,0,0,30,39,0
28,6,12,14,4,10,3,4,1,0,0,40,39,0
56,4,0,6,4,6,1,4,1,0,0,40,39,0
46,4,11,9,0,13,1,4,0,0,0,30,39,0
46,4,15,10,2,13,0,4,1,0,1887,45,39,1
23,2,15,10,3,1,3,4,0,0,0,40,13,0
33,4,9,13,2,1,5,2,0,0,0,30,39,0
27,4,11,9,4,8,3,1,1,0,0,40,39,0
21,4,15,10,4,1,3,2,0,0,0,20,39,0
18,0,11,9,4,0,3,4,1,0,0,60,39,0
36,4,4,3,2,7,0,4,1,7298,0,40,26,1
37,2,9,13,0,10,1,4,0,0,0,36,39,0
39,2,1,7,2,8,0,4,1,0,0,40,39,0
36,4,11,9,2,14,0,4,1,7298,0,60,39,1
24,4,7,12,4,3,1,4,1,2354,0,40,39,0
26,4,7,12,4,4,3,2,0,0,0,40,39,0
37,4,11,9,0,12,1,4,0,0,0,60,39,0
34,4,11,9,2,3,0,4,1,0,0,50,39,0
33,4,11,9,0,4,4,4,0,0,0,40,39,0
33,6,11,9,2,11,0,4,1,0,0,30,39,0
20,4,11,9,4,12,3,4,0,0,0,8,26,0
26,4,15,10,0,1,4,4,0,0,0,38,39,0
47,4,11,9,2,1,5,4,0,0,0,20,39,1
17,4,1,7,4,12,3,4,0,0,0,20,39,0
53,4,8,11,2,4,0,4,1,0,1485,40,39,0
31,4,15,10,0,12,3,4,0,0,0,35,39,0
34,4,1,7,2,7,0,4,1,0,0,40,39,0
23,4,4,3,2,8,0,4,1,0,0,40,26,0
39,4,9,13,2,3,0,4,1,0,0,45,39,1
22,0,11,9,4,0,3,4,0,0,0,40,39,0
21,4,15,10,4,1,3,4,0,0,0,20,39,0
40,4,11,9,4,1,4,2,0,0,0,35,39,0
54,2,12,14,2,1,0,4,1,7298,0,40,39,1
32,1,9,13,2,10,0,1,1,0,2002,40,20,0
29,2,11,9,2,8,5,4,0,2635,0,40,39,0
68,0,15,10,4,0,4,2,0,0,0,40,39,0
27,2,9,13,2,11,0,4,1,0,0,45,39,1
54,4,15,10,4,4,1,4,1,0,0,40,39,1
23,4,11,9,0,9,4,4,0,0,0,40,39,0
38,4,12,14,2,4,0,4,1,0,0,48,39,1
54,4,11,9,2,8,5,4,0,0,0,35,39,0
21,4,15,10,4,10,3,1,1,0,1974,40,39,0
40,4,8,11,4,10,1,4,1,0,0,42,39,0
19,4,0,6,4,8,1,4,0,0,0,40,39,0
21,0,11,9,4,0,2,4,1,0,0,60,39,0
35,4,9,13,2,1,5,2,0,0,0,40,39,0
39,4,15,10,4,1,3,4,0,2174,0,45,39,0
38,4,11,9,4,8,4,4,1,0,1408,40,0,0
41,4,2,8,2,6,0,4,1,0,0,40,39,1
26,4,15,10,4,1,1,4,0,0,0,40,39,0
35,4,11,9,0,8,1,4,0,0,0,45,39,0
70,6,15,10,2,3,0,4,1,0,0,25,39,0
45,4,0,6,2,12,0,4,1,0,0,40,39,0
83,4,11,9,6,11,1,4,1,0,0,55,39,0
59,4,11,9,5,8,1,4,0,0,0,40,39,0
18,4,6,5,4,8,3,2,1,0,0,15,39,0
31,4,11,9,2,1,0,4,1,0,0,40,39,0
43,4,12,14,2,10,5,4,0,0,0,45,39,1
24,2,9,13,4,10,1,4,0,0,0,40,39,0
33,4,8,11,2,7,0,4,1,0,0,50,39,0
48,2,12,14,4,10,1,4,0,0,0,52,39,0
27,4,9,13,2,4,0,4,1,0,0,40,6,0
41,4,11,9,2,3,0,4,1,0,0,40,39,0
25,4,11,9,2,8,5,4,0,0,0,25,26,0
53,4,11,9,0,14,1,4,1,0,0,40,39,1
66,6,14,15,2,10,0,4,1,0,0,50,39,0
31,4,15,10,2,3,0,4,1,0,0,40,39,1
30,7,9,13,3,1,1,4,1,0,0,40,39,0
22,4,11,9,0,14,1,4,1,0,0,40,39,0
47,5,9,13,2,12,0,4,1,15024,0,60,39,1
74,4,11,9,2,4,0,4,1,0,0,40,39,1
37,4,15,10,2,1,0,2,1,0,1485,70,39,1
35,6,15,10,5,5,1,4,1,4101,0,60,39,0
51,6,9,13,2,4,0,4,1,0,1672,70,39,0
40,4,15,10,5,8,1,4,0,0,0,40,39,0
51,2,10,16,2,10,0,4,1,0,1887,40,39,1
26,4,0,6,2,6,5,4,0,0,0,40,39,0
53,4,7,12,4,1,4,2,0,0,0,40,39,0
32,4,11,9,2,3,0,4,1,3781,0,40,39,0
29,6,15,10,2,3,0,1,1,0,0,40,35,0
42,4,11,9,5,1,1,4,1,0,0,40,39,0
22,4,15,10,4,14,1,4,1,0,0,32,39,0
62,0,11,9,2,0,0,4,1,0,0,24,39,0
33,4,11,9,0,1,1,4,0,0,0,40,39,0
21,4,11,9,4,14,3,2,1,0,0,20,39,0
46,2,9,13,2,10,0,4,1,0,0,45,39,1
25,4,1,7,4,6,1,4,1,0,0,40,39,0
29,4,4,3,2,8,0,4,1,0,0,40,26,0
29,1,9,13,4,10,1,4,1,0,0,48,39,0
33,4,10,16,0,12,1,4,1,99999,0,60,39,1
50,4,7,12,0,3,1,4,1,0,0,40,39,0
22,4,11,9,4,1,1,0,0,0,0,40,39,0
40,4,11,9,0,3,1,4,1,0,0,40,39,0
28,4,11,9,2,7,0,0,1,0,0,45,39,0
54,4,11,9,2,1,0,4,1,0,0,40,39,0
29,4,11,9,2,3,0,4,1,0,0,40,39,0
49,4,11,9,6,7,4,2,0,0,0,40,39,0
46,4,1,7,6,8,1,4,0,0,0,27,8,0
71,6,0,6,2,3,0,4,1,0,0,8,39,0
27,4,15,10,2,5,0,4,1,0,0,80,39,0
56,4,11,9,4,1,1,4,0,0,0,40,39,0
64,4,11,9,2,13,0,1,1,0,0,60,30,1
23,4,15,10,2,4,5,4,0,0,0,25,39,0
36,4,9,13,2,10,0,4,1,0,0,40,39,1
39,2,12,14,2,10,0,4,1,0,0,45,39,1
26,4,11,9,4,4,1,4,1,0,0,40,39,0
31,1,7,12,2,13,0,4,1,0,0,40,39,0
36,4,9,13,0,1,4,4,0,0,0,40,39,0
43,4,11,9,2,3,0,4,1,0,0,40,39,1
25,4,15,10,4,1,1,4,0,0,0,50,39,0
27,4,11,9,2,7,0,4,1,0,0,40,39,0
24,4,2,8,4,12,1,4,1,0,0,40,39,0
50,6,7,12,2,11,0,4,1,0,0,20,39,0
30,4,11,9,2,3,0,4,1,0,0,40,39,0
24,4,1,7,4,6,1,4,1,0,0,40,39,0
41,2,12,14,0,10,4,4,0,7430,0,36,39,1
29,4,15,10,4,4,1,4,1,0,0,45,39,0
31,4,15,10,2,4,0,4,1,0,0,40,39,0
54,4,15,10,0,4,1,4,0,0,0,40,22,0
20,4,1,7,2,12,2,4,0,0,0,50,39,0
37,4,11,9,4,8,3,4,1,0,0,40,39,0
28,2,11,9,4,8,3,2,1,0,0,30,39,0
39,4,11,9,2,1,5,4,0,0,0,40,39,1
46,7,15,10,4,4,1,4,0,0,0,40,39,0
35,4,9,13,5,4,4,4,0,0,0,42,39,0
36,6,15,10,2,12,0,4,1,99999,0,20,39,1
34,0,11,9,2,0,0,4,1,0,0,25,39,0
44,4,12,14,2,4,0,4,1,0,0,40,39,1
34,5,9,13,0,4,1,4,1,0,0,50,39,0
28,6,11,9,2,12,0,4,1,0,0,50,39,1
38,5,14,15,2,10,0,4,1,0,0,45,39,1
64,0,9,13,2,0,0,4,1,0,0,50,39,1
19,0,15,10,4,0,3,4,0,0,0,40,39,0
35,4,9,13,2,12,0,4,1,0,0,52,39,1
61,4,11,9,4,1,1,4,0,0,0,40,39,0
45,4,15,10,0,12,4,4,0,0,0,40,39,0
36,4,11,9,2,14,0,4,1,0,0,40,39,0
34,4,11,9,4,14,4,2,1,0,0,30,39,0
27,4,8,11,2,12,0,4,1,0,0,60,39,0
22,4,0,6,4,3,4,4,1,0,0,40,39,0
26,4,9,13,4,13,1,4,0,0,0,40,39,0
19,4,1,7,4,8,2,4,0,0,0,15,39,0
36,4,11,9,0,5,1,4,1,0,0,40,39,0
51,4,9,13,0,4,1,4,1,14084,0,50,39,1
63,4,11,9,2,3,0,4,1,99999,0,40,39,1
51,4,11,9,2,1,0,4,1,0,0,40,39,0
20,7,15,10,4,1,3,4,0,0,0,25,39,0
42,6,8,11,2,10,0,4,1,0,0,50,39,0
40,0,9,13,4,0,3,4,0,0,0,40,39,0
25,4,15,10,2,3,0,4,1,0,0,40,39,0
40,4,8,11,0,1,4,4,0,0,0,50,39,0
41,0,9,13,2,0,5,4,0,0,0,30,39,1
49,4,11,9,4,6,3,4,1,0,0,80,39,0
46,4,11,9,5,7,3,2,0,0,0,40,39,0
32,6,11,9,5,12,1,4,1,0,0,50,39,0
28,4,15,10,2,6,0,2,1,0,0,40,26,0
19,0,11,9,4,0,2,2,1,0,0,20,39,0
19,4,11,9,4,1,3,4,0,0,0,25,39,0
18,4,1,7,4,1,3,2,1,0,0,20,39,0
39,4,11,9,4,12,1,4,1,0,0,55,39,0
60,6,9,13,0,10,1,4,0,0,0,30,39,0
46,2,9,13,0,10,1,4,0,0,1408,40,39,0
38,4,5,4,2,7,5,4,0,0,0,50,2,1
36,4,11,9,2,7,0,4,1,0,0,44,39,1
45,4,15,10,2,12,0,4,1,0,0,40,39,0
60,7,9,13,0,10,1,4,0,0,2339,40,39,0
30,4,1,7,2,3,0,4,1,0,0,40,39,0
22,4,15,10,4,13,1,4,0,0,0,43,39,0
23,4,15,10,4,4,1,4,1,0,0,45,39,0
48,7,15,10,4,10,1,2,0,0,0,24,39,0
46,4,11,9,2,8,3,4,0,0,0,15,39,0
43,4,12,14,2,4,0,4,1,0,0,45,39,1
25,4,11,9,2,14,3,3,1,0,0,40,39,0
50,4,15,10,4,10,1,4,1,0,0,40,39,0
61,5,11,9,0,12,1,4,1,0,0,55,39,0
35,4,9,13,4,12,1,4,1,0,0,50,39,0
65,2,15,10,0,4,1,4,0,0,0,40,39,0
56,4,11,9,2,14,0,1,1,0,0,45,39,0
43,6,9,13,2,7,5,1,0,0,0,80,37,0
55,4,11,9,2,14,0,4,1,0,0,50,39,0
22,4,15,10,4,1,3,4,0,0,0,40,39,0
40,4,15,10,0,7,3,4,1,0,0,32,39,0
35,4,11,9,2,5,0,4,1,0,1672,50,39,0
22,0,15,10,4,0,3,4,1,0,0,50,39,0
20,4,6,5,2,7,0,4,1,0,0,40,39,0
46,2,2,8,2,8,0,4,1,0,0,35,39,1
43,4,11,9,5,14,4,4,1,0,0,40,26,0
46,1,11,9,0,1,4,2,0,0,0,40,0,0
39,4,1,7,2,8,0,2,1,2635,0,37,39,0
34,4,11,9,4,4,4,4,0,0,0,20,9,0
35,4,11,9,0,8,1,4,0,0,0,35,39,0
30,4,11,9,4,1,4,4,1,0,0,41,39,0
25,4,11,9,4,7,1,2,1,0,0,28,39,0
44,4,12,14,2,4,0,4,1,0,0,35,39,1
35,4,11,9,0,1,4,4,0,0,0,40,39,0
41,4,11,9,2,6,0,4,1,0,0,40,39,0
