,b,c,e,f,g,h,i,m,n,a,d,j,k,l
27407,4,12,2,10,0,4,1,39,1,37.93,14.0,15584.13,186.32,56.13
27408,6,0,2,3,0,4,1,39,0,46.07,6.0,915.46,0.0,31.77
27409,4,7,4,1,4,1,1,17,0,33.0,12.0,0.0,0.0,30.0
27410,4,11,4,12,1,4,0,39,0,33.84,9.0,464.85,312.15,25.16
27411,4,9,2,4,0,4,1,6,0,27.0,13.0,0.0,0.0,40.0
27412,5,15,2,4,0,4,1,39,1,54.55,10.0,12909.89,34.99,57.12
27413,0,11,4,0,3,4,1,39,0,20.69,9.0,0.0,359.24,26.13
27414,4,9,4,13,1,4,1,39,0,27.79,13.0,390.3,185.29,36.52
27415,4,5,2,5,0,4,1,39,0,67.88,4.0,770.26,15.17,46.72
27416,4,11,2,8,0,2,1,39,0,46.65,9.0,0.0,0.0,32.91
27417,4,15,2,12,0,4,1,39,1,43.19,10.0,13330.06,684.12,37.93
27418,4,11,2,14,0,4,1,39,1,30.47,9.0,2408.42,1189.63,55.02
27419,4,15,2,13,0,4,1,39,1,52.32,10.0,2800.35,204.56,25.51
27420,4,9,2,10,5,4,0,39,1,40.38,13.0,22790.06,188.06,47.32
27421,2,11,2,8,0,4,1,39,0,80.28,9.0,2620.24,237.94,24.29
27422,4,11,2,14,0,4,1,39,1,35.92,9.0,9085.1,351.7,50.09
27423,4,11,0,12,4,4,0,39,0,30.75,9.0,0.0,172.52,34.39
27424,4,14,2,10,0,4,1,39,1,36.33,15.0,22319.1,838.03,81.48
27425,0,15,4,0,1,4,1,0,0,23.72,10.0,0.0,0.0,22.48
27426,4,14,2,10,0,4,1,39,0,64.58,15.0,1106.51,259.32,64.15
27427,4,15,4,7,1,4,1,39,0,37.97,10.0,0.0,150.58,32.13
27428,0,9,6,0,1,4,0,39,0,64.23,13.0,0.0,1133.42,24.05
27429,4,9,2,1,0,4,1,39,1,29.12,13.0,12230.28,350.98,35.69
27430,4,8,2,10,0,4,1,11,1,50.94,11.0,0.0,1011.04,40.18
27431,6,15,0,4,1,4,0,39,0,45.78,10.0,0.0,0.0,61.21
27432,4,9,2,4,0,4,1,39,1,39.38,13.0,29651.28,565.89,57.52
27433,4,9,2,12,0,4,1,39,1,26.62,13.0,1268.53,215.08,51.62
27434,4,9,4,13,3,2,0,39,0,23.0,13.0,0.0,0.0,32.0
27435,6,11,2,5,0,4,1,39,0,28.57,9.0,960.66,89.56,14.3
27436,7,11,2,5,2,4,1,39,0,41.0,9.0,0.0,0.0,40.0
27437,4,1,2,7,0,4,1,39,0,29.29,7.0,0.0,0.0,32.03
27438,5,11,4,1,3,4,0,39,0,24.14,9.0,0.0,0.0,29.66
27439,7,11,0,11,3,3,1,39,0,31.0,9.0,0.0,0.0,40.0
27440,4,9,2,6,3,4,1,39,1,40.0,13.0,0.0,0.0,40.0
27441,7,12,2,1,0,4,1,39,1,48.57,14.0,7477.18,0.0,40.69
27442,7,11,2,6,0,4,1,39,0,46.73,9.0,0.0,0.0,40.0
27443,4,4,2,3,0,4,1,26,0,36.53,3.0,0.0,0.0,45.48
27444,5,14,2,10,0,4,1,39,1,57.01,15.0,51838.24,385.17,28.44
27445,4,11,4,1,3,4,1,39,0,18.54,9.0,0.0,220.99,45.69
27446,7,12,4,4,1,4,1,39,0,27.77,14.0,0.0,0.0,58.09
27447,4,15,2,12,5,4,0,39,1,37.3,10.0,939.72,0.0,40.2
27448,4,15,4,10,1,4,0,39,0,39.36,10.0,47.27,0.0,41.11
27449,0,15,4,0,1,4,0,39,0,30.34,10.0,0.0,682.97,25.61
27450,4,15,2,12,0,4,1,39,1,32.8,10.0,14487.21,226.27,31.93
27451,4,11,4,8,3,4,0,39,0,17.94,9.0,245.94,387.8,32.46
27452,4,15,4,10,3,4,1,39,0,20.87,10.0,0.0,0.0,35.98
27453,4,12,4,4,1,4,0,39,0,52.41,14.0,1087.29,1510.11,37.22
27454,4,8,2,8,0,4,1,39,0,43.55,11.0,0.0,0.0,57.04
27455,4,11,2,12,0,4,1,39,1,39.09,9.0,22587.78,113.82,59.19
27456,4,0,4,8,3,4,0,39,0,23.62,6.0,1654.13,158.71,30.43
27457,4,11,4,12,3,4,1,39,0,19.79,9.0,0.0,211.11,50.99
27458,4,15,5,3,1,2,1,39,0,41.0,10.0,0.0,0.0,40.0
27459,6,15,2,3,0,4,1,39,0,44.89,10.0,387.72,4.64,40.13
27460,4,9,4,10,1,4,0,39,0,48.28,13.0,656.36,72.59,39.17
27461,4,15,0,4,1,4,0,11,0,48.0,10.0,0.0,0.0,40.0
27462,1,9,2,10,0,4,1,39,0,35.6,13.0,2057.63,0.0,40.0
27463,4,6,2,13,5,4,0,39,0,53.6,5.0,0.0,0.0,40.34
27464,4,15,5,8,1,4,1,39,1,23.0,10.0,0.0,2559.0,40.0
27465,4,15,4,1,3,4,0,39,0,21.89,10.0,50.43,200.46,40.89
27466,0,15,4,0,3,4,0,39,0,27.08,10.0,52.89,438.62,27.82
27467,7,9,4,10,3,4,0,39,0,22.61,13.0,0.0,0.0,25.78
27468,4,2,2,3,0,4,1,22,0,56.0,8.0,0.0,0.0,40.0
27469,4,9,0,7,2,4,1,6,0,46.0,13.0,0.0,2258.0,50.0
27470,6,15,2,3,0,4,1,39,0,28.71,10.0,303.26,98.13,41.59
27471,6,1,2,4,0,4,1,39,0,59.57,7.0,0.0,0.0,52.56
27472,4,5,4,6,4,4,1,13,0,26.0,4.0,0.0,0.0,40.0
27473,6,11,0,8,4,4,0,39,0,31.61,9.0,0.0,0.0,40.78
27474,6,5,2,5,0,4,1,39,0,43.45,4.0,0.0,0.0,79.21
27475,4,9,6,4,1,4,0,39,0,32.45,13.0,1457.87,0.0,25.43
27476,4,11,2,3,0,4,1,39,0,24.49,9.0,754.69,144.51,52.87
27477,4,11,4,3,4,4,0,39,0,26.61,9.0,60.79,0.0,39.86
27478,4,15,2,7,0,3,1,20,0,38.0,10.0,0.0,0.0,40.0
27479,0,1,4,0,3,2,1,39,0,23.54,7.0,0.0,294.8,47.07
27480,4,11,4,6,1,4,1,39,0,20.0,9.0,75.54,284.35,51.27
27481,2,12,4,1,1,4,0,39,0,39.58,14.0,0.0,214.46,37.92
27482,6,7,0,12,1,4,1,39,0,43.62,12.0,0.0,0.0,40.41
27483,6,11,6,12,1,4,1,39,0,61.61,9.0,0.0,0.0,60.1
27484,4,8,4,4,1,4,1,39,0,34.57,11.0,0.0,0.0,39.43
27485,2,15,2,1,5,4,0,39,0,35.56,10.0,0.0,0.0,55.87
27486,4,11,4,8,3,4,1,39,0,35.56,9.0,768.62,163.66,44.84
27487,4,15,4,6,2,4,1,39,0,20.93,10.0,0.0,0.0,15.26
27488,4,15,6,3,3,4,1,39,0,28.0,10.0,0.0,0.0,60.0
27489,4,11,4,10,3,4,1,39,0,19.35,9.0,0.0,0.0,43.18
27490,4,1,4,12,3,4,0,39,0,17.32,7.0,0.0,393.21,22.64
27491,4,4,5,7,4,4,0,6,0,49.0,3.0,0.0,0.0,40.0
27492,4,11,4,6,3,4,1,39,0,38.83,9.0,88.88,0.0,44.47
27493,4,11,2,6,0,4,1,39,0,25.14,9.0,876.48,397.58,29.02
27494,4,11,4,12,3,4,0,39,0,21.5,9.0,357.66,205.5,36.33
27495,2,9,4,10,1,4,0,39,0,37.08,13.0,1107.13,370.45,31.05
27496,4,11,0,12,1,4,0,9,0,53.5,9.0,0.0,0.0,49.9
27497,4,11,2,5,0,4,1,39,0,31.26,9.0,0.0,240.02,18.3
27498,4,15,4,8,3,4,0,39,0,19.15,10.0,421.06,219.92,16.21
27499,4,12,2,13,0,4,1,39,0,55.8,14.0,731.77,0.0,20.74
27500,6,9,0,12,1,4,1,2,1,57.0,13.0,0.0,0.0,60.0
27501,1,15,2,1,0,4,1,39,1,58.81,10.0,4731.79,1177.8,44.92
27502,4,4,2,14,0,2,1,39,0,62.17,3.0,357.52,0.0,40.0
27503,0,11,2,0,5,4,0,39,1,45.24,9.0,3109.19,847.09,24.74
27504,4,8,4,6,1,4,1,39,0,30.64,11.0,0.0,0.0,41.28
27505,4,15,4,12,1,4,1,39,0,37.88,10.0,0.0,50.28,40.21
27506,1,15,2,3,0,4,1,39,1,46.29,10.0,5698.55,1243.08,42.52
27507,4,11,4,12,1,4,1,39,0,45.12,9.0,657.96,266.15,41.14
27508,5,15,2,4,5,2,0,39,0,53.0,10.0,0.0,0.0,30.0
27509,4,9,4,12,3,4,0,39,0,27.96,13.0,0.0,447.22,27.26
27510,7,14,2,10,0,4,1,39,1,47.47,15.0,3702.36,1359.16,66.12
27511,4,8,2,3,0,4,1,39,1,37.47,11.0,2650.76,728.88,40.59
27512,4,9,2,4,0,4,1,39,1,32.76,13.0,17070.2,484.87,45.71
27513,6,10,2,10,0,4,1,39,1,64.86,16.0,24076.88,1248.91,44.41
27514,1,0,4,3,1,2,1,39,0,48.0,6.0,0.0,0.0,40.0
27515,4,11,2,3,0,4,1,39,0,40.26,9.0,852.51,275.05,45.36
27516,4,7,4,4,1,4,0,39,0,26.82,12.0,765.31,0.0,50.24
27517,7,11,4,1,4,4,0,39,0,29.0,9.0,0.0,0.0,40.0
27518,4,7,2,4,0,4,1,39,1,43.07,12.0,125.9,432.9,74.9
27519,6,9,2,5,0,4,1,39,1,55.6,13.0,0.0,195.02,62.62
27520,4,15,0,8,4,4,0,39,0,49.76,10.0,0.0,0.0,39.82
27521,4,6,2,7,0,4,1,39,0,31.78,5.0,10.92,470.76,39.2
27522,0,15,4,0,3,4,1,39,0,19.89,10.0,12.02,33.95,51.76
27523,4,15,2,7,0,4,1,39,0,30.21,10.0,1575.47,74.2,48.14
27524,4,7,2,6,0,2,1,39,0,28.0,12.0,0.0,0.0,40.0
27525,4,11,4,3,3,4,1,39,0,19.84,9.0,857.13,283.33,41.43
27526,4,4,4,3,1,4,1,4,0,28.0,3.0,0.0,0.0,40.0
27527,4,9,0,9,1,4,0,11,0,48.0,13.0,0.0,0.0,44.0
27528,4,11,4,6,3,4,0,39,0,21.61,9.0,0.0,945.13,25.84
27529,4,5,2,6,3,4,1,26,0,19.0,4.0,0.0,0.0,45.0
27530,4,11,4,7,3,4,1,39,0,26.82,9.0,401.1,584.4,34.27
27531,4,8,0,4,1,4,1,39,1,43.03,11.0,1516.25,0.0,48.23
27532,5,14,2,10,0,1,1,37,1,53.0,15.0,7298.0,0.0,50.0
27533,7,9,2,10,0,4,1,39,1,42.19,13.0,1038.27,391.64,44.02
27534,6,7,6,10,1,4,0,39,1,65.0,12.0,0.0,0.0,50.0
27535,4,11,0,8,4,4,0,39,0,26.14,9.0,0.0,443.67,61.79
27536,4,11,2,3,0,2,1,39,1,43.26,9.0,1858.51,515.03,52.46
27537,4,9,0,7,1,4,1,39,0,41.52,13.0,1260.08,0.0,40.0
27538,4,15,0,8,4,4,0,39,0,31.92,10.0,0.0,0.0,37.06
27539,4,0,4,3,1,4,1,39,0,22.66,6.0,259.49,0.0,31.14
27540,4,5,2,4,5,4,0,39,0,52.0,4.0,0.0,0.0,50.0
27541,4,15,2,4,5,4,0,39,0,31.89,10.0,2756.05,0.0,30.45
27542,4,15,4,14,3,1,1,3,0,21.0,10.0,0.0,0.0,20.0
27543,4,15,2,3,0,4,1,39,0,36.57,10.0,268.5,571.12,29.65
27544,4,11,2,1,5,4,0,39,0,21.37,9.0,1909.01,10.97,40.88
27545,0,11,4,0,3,4,0,39,0,20.71,9.0,151.29,234.7,42.68
27546,7,15,4,11,1,2,1,39,0,27.74,10.0,0.0,0.0,36.6
27547,0,15,4,0,3,4,0,39,0,20.37,10.0,33.27,400.05,22.88
27548,7,11,6,1,1,4,0,39,0,61.98,9.0,0.0,0.0,37.74
27549,4,15,4,1,1,2,0,39,0,22.21,10.0,0.0,560.32,35.86
27550,4,9,4,1,3,4,0,26,0,26.0,13.0,0.0,0.0,40.0
27551,4,11,4,6,3,4,1,39,0,32.22,9.0,96.99,0.0,37.31
27552,6,15,4,3,3,4,1,39,0,31.68,10.0,0.0,789.11,8.73
27553,4,14,4,10,1,2,0,39,0,44.0,15.0,0.0,0.0,40.0
27554,4,11,0,7,4,4,0,39,0,42.82,9.0,0.0,0.0,46.0
27555,4,12,2,10,0,4,1,39,1,44.53,14.0,12699.08,459.74,37.73
27556,4,15,4,4,3,4,1,39,0,27.79,10.0,0.0,0.0,40.44
27557,4,9,2,12,0,4,1,39,0,30.84,13.0,615.05,58.31,35.72
27558,6,14,0,10,1,4,1,39,1,59.86,15.0,22163.27,586.11,79.72
27559,4,15,2,10,0,4,1,39,0,43.15,10.0,1121.39,207.27,45.79
27560,7,8,4,13,1,4,0,39,0,26.67,11.0,0.0,161.96,51.87
27561,4,11,2,12,0,4,1,39,1,39.35,9.0,7415.25,1150.24,61.51
27562,1,15,2,1,0,2,1,39,0,37.36,10.0,0.0,0.0,23.26
27563,4,11,4,4,1,4,1,39,0,43.34,9.0,499.2,502.28,47.06
27564,4,11,2,14,0,4,1,39,1,49.98,9.0,13242.38,1712.09,59.62
27565,4,9,4,13,1,2,1,39,0,35.0,13.0,0.0,0.0,40.0
27566,4,0,2,8,0,4,1,5,1,56.0,6.0,0.0,0.0,35.0
27567,1,12,2,13,5,4,0,39,1,61.0,14.0,0.0,0.0,40.0
27568,4,15,2,7,0,4,1,39,0,30.94,10.0,755.47,511.38,53.88
27569,2,8,4,13,1,4,1,39,0,44.0,11.0,0.0,1340.0,40.0
27570,0,15,4,0,3,4,0,39,0,20.74,10.0,210.75,55.48,34.83
27571,5,14,2,10,0,4,1,39,1,62.23,15.0,70038.67,845.56,38.11
27572,4,8,2,13,0,4,1,39,1,45.69,11.0,3010.48,934.38,50.23
27573,4,9,2,10,0,4,1,39,1,52.28,13.0,9469.62,384.12,47.74
27574,4,0,6,8,1,4,0,39,0,71.02,6.0,0.0,0.0,33.55
27575,4,11,2,7,5,4,0,39,1,31.74,9.0,117.46,0.0,41.24
27576,0,11,2,0,0,4,1,39,1,50.58,9.0,1813.72,432.87,26.31
27577,4,9,2,4,0,4,1,39,0,31.83,13.0,312.35,241.89,61.35
27578,7,8,0,11,4,2,1,39,0,37.0,11.0,0.0,0.0,40.0
27579,4,9,2,12,0,4,1,39,1,51.06,13.0,13076.13,153.04,42.06
27580,4,14,6,10,4,4,1,39,1,68.0,15.0,0.0,0.0,60.0
27581,4,11,2,4,5,4,0,39,0,23.7,9.0,318.75,0.0,43.61
27582,5,11,2,4,0,4,1,39,1,55.64,9.0,7177.5,272.09,57.2
27583,2,11,4,8,1,4,0,39,0,23.01,9.0,0.0,0.0,22.53
27584,4,11,2,10,0,4,1,0,1,53.25,9.0,1413.27,0.0,40.0
27585,4,11,4,12,1,4,0,39,0,44.01,9.0,716.92,552.45,30.98
27586,5,10,2,4,0,4,1,39,1,53.56,16.0,19292.49,827.8,42.49
27587,4,15,4,14,1,4,1,39,0,20.53,10.0,1544.71,0.0,36.93
27588,4,11,2,7,0,4,1,39,0,32.83,9.0,1239.2,433.21,37.27
27589,0,11,4,0,1,4,0,39,0,41.65,9.0,77.0,0.0,25.39
27590,4,11,0,14,1,4,1,39,0,28.5,9.0,0.0,144.84,54.35
27591,4,15,2,6,0,2,1,39,0,36.39,10.0,0.0,0.0,43.54
27592,6,11,2,4,0,4,1,39,0,49.72,9.0,10.45,0.0,52.11
27593,4,11,4,8,3,4,1,39,0,18.89,9.0,408.0,212.93,38.39
27594,0,9,2,0,0,4,1,39,0,52.3,13.0,1581.98,295.97,33.96
27595,4,1,4,8,3,4,1,39,0,17.6,7.0,38.3,360.03,41.92
27596,4,11,4,6,1,4,1,39,0,30.35,9.0,1015.73,89.79,49.89
27597,4,5,2,14,0,4,1,39,1,52.23,4.0,1957.16,0.0,59.51
27598,4,12,2,10,0,4,1,39,1,38.23,14.0,1906.79,674.95,53.51
27599,4,11,4,8,3,4,0,26,0,20.9,9.0,0.0,0.0,23.98
27600,4,15,6,8,1,4,0,39,0,55.86,10.0,0.0,0.0,34.22
27601,4,12,2,4,0,4,1,39,1,55.2,14.0,2621.5,361.11,34.64
27602,5,15,4,14,3,4,1,39,0,24.0,10.0,0.0,0.0,40.0
27603,4,11,4,7,1,4,1,39,0,34.21,9.0,539.07,165.37,49.44
27604,4,11,2,7,0,4,1,39,0,27.79,9.0,1045.93,618.32,42.09
27605,4,11,0,4,1,4,0,39,0,39.8,9.0,85.87,195.7,40.76
27606,4,11,5,12,4,2,0,39,0,41.51,9.0,0.0,0.0,17.47
27607,4,15,0,1,4,4,0,39,0,38.02,10.0,735.06,24.31,37.43
27608,4,6,4,14,3,4,1,39,0,21.25,5.0,0.0,0.0,40.0
27609,2,9,2,10,5,4,0,39,1,43.53,13.0,2648.82,342.84,59.66
27610,4,15,0,7,3,4,1,39,0,51.45,10.0,0.0,0.0,32.53
27611,4,11,2,3,0,4,1,39,1,31.39,9.0,11555.05,234.59,49.25
27612,4,11,2,11,0,4,1,39,0,39.63,9.0,2892.31,0.0,23.33
27613,5,10,2,10,0,4,1,0,1,54.0,16.0,0.0,0.0,50.0
27614,4,11,4,12,3,4,0,39,0,23.63,9.0,157.43,357.44,44.26
27615,4,9,0,10,4,2,0,14,0,56.0,13.0,0.0,0.0,50.0
27616,4,8,2,1,5,4,0,11,0,35.0,11.0,0.0,0.0,40.0
27617,0,15,4,0,3,4,0,39,0,19.65,10.0,273.75,192.28,32.63
27618,5,8,2,5,0,4,1,39,1,50.94,11.0,21383.21,0.0,67.15
27619,4,9,2,3,0,4,1,39,0,46.08,13.0,590.27,0.0,38.25
27620,4,9,4,12,2,4,1,39,0,28.06,13.0,0.0,0.0,50.31
27621,1,11,4,1,3,4,1,39,0,24.4,9.0,0.0,0.0,38.63
27622,6,11,2,12,5,4,0,39,0,63.93,9.0,0.0,0.0,37.37
27623,4,12,4,12,1,4,1,39,0,39.02,14.0,0.0,0.0,54.38
27624,4,11,4,14,1,4,1,39,0,46.12,9.0,1209.79,118.01,35.07
27625,2,14,5,10,3,2,0,39,0,40.0,15.0,0.0,0.0,40.0
27626,4,8,4,10,1,4,0,39,0,24.08,11.0,1788.99,0.0,42.48
27627,2,11,2,14,0,2,1,39,0,50.1,9.0,0.0,0.0,47.32
27628,4,1,4,1,3,4,1,39,0,19.9,7.0,0.0,0.0,27.33
27629,6,11,2,1,5,4,0,39,0,42.55,9.0,0.0,0.0,15.33
27630,4,1,4,8,4,2,0,39,0,29.16,7.0,0.0,0.0,38.98
27631,4,9,6,8,1,4,0,39,0,60.04,13.0,0.0,0.0,21.21
27632,4,11,4,1,1,4,0,39,0,29.73,9.0,708.95,421.94,32.24
27633,4,5,4,8,2,4,1,39,0,52.56,4.0,0.0,0.0,32.47
27634,4,2,4,8,3,4,1,39,0,23.72,8.0,0.0,382.26,17.4
27635,6,11,2,5,0,4,1,39,0,33.15,9.0,537.06,351.06,57.27
27636,4,0,4,5,1,4,1,39,0,33.44,6.0,0.0,0.0,40.0
27637,4,9,4,10,3,4,0,39,0,30.17,13.0,0.0,53.46,18.31
27638,4,9,2,4,0,4,1,39,1,49.3,13.0,29385.17,397.76,38.36
27639,2,0,2,1,0,4,1,39,0,54.81,6.0,0.0,0.0,40.0
27640,4,9,4,10,1,4,0,11,0,26.49,13.0,0.0,0.0,23.2
27641,6,11,2,3,0,4,1,39,0,57.81,9.0,142.7,508.37,39.11
27642,4,11,4,6,3,4,1,39,0,25.99,9.0,809.29,0.0,38.78
27643,4,9,2,10,0,4,1,39,1,42.59,13.0,11318.15,1522.12,43.78
27644,6,0,2,3,0,4,1,39,0,48.59,6.0,854.0,0.0,51.41
27645,4,12,2,10,0,4,1,39,1,63.19,14.0,8600.28,624.01,47.11
27646,4,9,2,4,0,4,1,39,1,40.03,13.0,28045.24,917.39,45.02
27647,4,11,4,3,3,4,1,39,0,19.06,9.0,879.61,226.07,51.63
27648,4,9,2,14,0,4,1,39,1,58.32,13.0,5163.73,478.43,59.42
27649,4,11,0,7,3,2,1,39,0,47.89,9.0,0.0,0.0,40.0
27650,4,9,4,10,1,4,1,39,0,31.25,13.0,2477.52,110.17,45.15
27651,1,11,2,1,0,4,1,39,0,45.85,9.0,4.22,373.86,38.24
27652,4,7,4,4,1,4,0,39,1,33.49,12.0,0.0,0.0,41.5
27653,0,1,4,0,3,4,0,39,0,17.72,7.0,0.0,0.0,23.75
27654,4,9,2,1,0,1,1,40,0,43.0,13.0,0.0,0.0,40.0
27655,4,15,4,6,3,4,1,39,0,21.99,10.0,0.0,79.7,37.61
27656,4,1,2,8,5,2,0,39,1,46.0,7.0,0.0,0.0,35.0
27657,4,15,2,4,0,4,1,39,0,32.07,10.0,377.82,989.51,45.74
27658,4,8,4,13,3,4,0,39,0,25.97,11.0,1621.69,0.0,27.74
27659,4,9,4,4,1,4,1,39,0,33.32,13.0,725.37,393.11,31.44
27660,2,1,4,10,3,4,0,39,0,17.0,7.0,0.0,0.0,37.62
27661,4,1,4,12,3,3,0,27,0,19.0,7.0,0.0,0.0,32.0
27662,4,15,3,14,4,4,1,39,0,32.78,10.0,0.0,0.0,42.32
27663,4,15,0,12,1,4,1,39,0,28.92,10.0,56.59,187.42,41.3
27664,4,9,4,4,1,4,0,39,0,39.47,13.0,1247.34,307.06,25.81
27665,4,9,2,4,0,4,1,39,1,54.67,13.0,30145.16,506.19,46.04
27666,2,9,2,10,0,4,1,39,1,41.29,13.0,9432.57,386.38,41.25
27667,6,0,2,12,0,4,1,39,1,38.08,6.0,4539.54,767.7,46.94
27668,4,11,6,12,4,4,1,39,0,45.54,9.0,0.0,0.0,37.59
27669,2,15,4,11,1,2,1,39,0,32.06,10.0,0.0,848.65,40.0
27670,6,11,2,5,0,4,1,39,0,50.06,9.0,2947.55,398.01,51.03
27671,2,9,4,10,2,4,1,39,0,28.0,13.0,0.0,0.0,50.0
27672,0,15,2,0,5,4,0,39,0,32.58,10.0,1626.77,372.02,31.07
27673,4,11,2,3,0,4,1,39,0,52.77,9.0,59.04,71.41,50.93
27674,1,11,2,12,0,4,1,39,0,40.0,9.0,0.0,0.0,40.0
27675,4,15,2,4,5,4,0,39,0,33.76,10.0,3147.29,0.0,31.11
27676,4,9,4,12,1,4,1,39,1,31.0,13.0,7625.31,191.68,54.88
27677,4,11,4,3,3,4,1,39,0,20.79,9.0,168.53,428.99,27.9
27678,4,11,0,4,4,4,0,39,0,45.73,9.0,109.49,28.37,46.83
27679,0,15,4,0,2,4,1,39,0,22.94,10.0,0.0,0.0,41.06
27680,4,11,6,8,1,4,0,39,0,60.05,9.0,558.07,0.0,10.88
27681,2,8,2,4,0,4,1,39,1,43.25,11.0,0.0,0.0,43.53
27682,4,15,4,3,1,4,0,39,0,37.71,10.0,0.0,0.0,58.01
27683,1,8,2,2,0,4,1,0,1,27.0,11.0,0.0,0.0,40.0
27684,6,11,2,3,0,4,1,39,0,37.31,9.0,2155.17,252.12,32.11
27685,4,9,4,1,3,1,1,36,0,26.0,13.0,0.0,0.0,40.0
27686,4,9,2,10,0,4,1,39,0,38.65,13.0,1808.37,109.92,29.38
27687,4,9,4,4,1,4,0,39,1,44.6,13.0,5961.47,496.18,52.0
27688,4,9,5,10,4,4,0,39,1,41.53,13.0,1879.24,0.0,44.29
27689,4,9,4,6,1,4,1,39,0,23.04,13.0,0.0,125.29,33.45
27690,4,11,4,8,4,2,0,39,0,33.43,9.0,0.0,0.0,40.68
27691,6,9,2,4,0,4,1,39,1,45.25,13.0,2174.37,165.16,62.84
27692,4,8,0,3,1,4,1,39,0,30.25,11.0,2782.15,463.32,37.39
27693,6,15,2,3,0,4,1,39,0,54.04,10.0,838.56,116.23,49.46
27694,2,15,2,11,0,4,1,39,0,49.53,10.0,1358.76,0.0,42.67
27695,4,6,2,7,0,4,1,39,0,35.09,5.0,734.34,612.06,38.59
27696,5,14,2,10,0,4,1,39,1,49.33,15.0,8812.14,593.15,68.7
27697,6,9,2,4,0,4,1,39,1,57.88,13.0,3852.94,601.28,39.13
27698,4,6,4,6,3,4,1,39,0,23.15,5.0,482.81,0.0,26.77
27699,0,11,4,0,3,4,0,39,0,18.89,9.0,349.19,161.48,33.13
27700,2,8,0,7,4,0,1,39,0,44.0,11.0,0.0,0.0,40.0
27701,4,11,2,1,5,4,0,39,0,54.45,9.0,450.79,248.42,39.86
27702,4,11,2,8,0,4,1,39,0,53.45,9.0,339.02,266.91,34.51
27703,2,7,4,10,3,4,0,39,0,24.0,12.0,0.0,0.0,2.0
27704,4,11,4,3,3,4,1,39,0,38.44,9.0,65.2,123.56,41.99
27705,4,0,0,8,1,4,0,39,0,59.53,6.0,0.0,0.0,6.4
27706,4,11,2,1,0,4,1,39,1,40.66,9.0,3464.57,370.54,50.51
27707,1,9,2,10,0,4,1,39,1,56.33,13.0,4154.22,50.42,54.19
27708,4,11,0,8,1,4,0,39,0,38.38,9.0,536.2,337.86,53.85
27709,4,9,2,12,0,4,1,39,0,74.19,13.0,392.22,21.28,50.1
27710,4,5,2,3,5,3,0,0,0,34.0,4.0,0.0,0.0,48.0
27711,4,11,2,3,0,4,1,39,1,53.4,9.0,4611.15,382.06,52.83
27712,0,15,2,0,2,4,0,39,0,28.0,10.0,0.0,0.0,20.0
27713,4,9,2,10,0,4,1,39,1,44.85,13.0,8737.67,73.66,52.73
27714,4,11,4,8,1,2,1,39,0,44.7,9.0,0.0,1.8,41.18
27715,4,11,4,1,3,4,1,39,0,25.11,9.0,0.0,190.99,46.69
27716,1,7,2,5,0,2,1,39,0,59.0,12.0,0.0,0.0,40.0
27717,4,11,4,3,3,4,1,39,0,28.94,9.0,216.94,392.26,43.16
27718,4,9,2,1,5,4,0,39,1,28.84,13.0,2638.85,328.14,17.76
27719,4,9,2,12,0,4,1,39,1,41.02,13.0,3884.77,184.51,59.98
27720,4,11,4,8,1,4,0,39,0,39.11,9.0,229.48,121.47,36.16
27721,4,11,4,4,1,4,0,39,0,34.87,9.0,287.3,0.0,45.5
27722,4,11,2,3,0,4,1,39,1,51.54,9.0,5196.29,77.26,45.75
27723,0,15,0,0,4,2,0,39,0,48.0,10.0,0.0,0.0,30.0
27724,0,7,2,0,0,4,1,39,0,49.39,12.0,0.0,368.13,52.86
27725,7,15,4,1,4,1,0,30,0,29.0,10.0,0.0,0.0,40.0
27726,4,9,4,10,1,4,0,39,0,37.75,13.0,465.45,271.46,28.26
27727,4,4,2,1,0,2,1,39,0,58.0,3.0,0.0,0.0,40.0
27728,4,1,4,8,1,4,1,39,0,25.34,7.0,0.0,0.0,44.24
27729,4,11,4,8,4,2,0,37,0,25.0,9.0,0.0,0.0,40.0
27730,4,11,2,14,0,2,1,39,0,41.24,9.0,763.69,44.9,43.43
27731,4,11,4,7,3,4,1,39,0,27.32,9.0,1045.22,72.12,44.51
27732,4,15,2,12,0,4,1,39,1,42.48,10.0,9469.49,402.64,39.5
27733,4,2,2,14,0,4,1,39,1,56.8,8.0,13375.57,0.0,63.17
27734,0,11,4,0,4,4,1,39,0,19.53,9.0,0.0,1419.09,40.0
27735,4,15,2,12,0,4,1,39,0,35.39,10.0,1380.91,168.6,60.16
27736,4,6,0,3,4,4,0,39,0,49.0,5.0,5455.0,0.0,45.0
27737,2,9,2,4,0,4,1,39,1,39.97,13.0,6268.55,605.89,42.27
27738,4,11,2,12,0,4,1,39,1,33.83,9.0,12797.84,758.31,65.94
27739,4,15,2,3,0,4,1,39,1,46.28,10.0,777.03,575.18,48.63
27740,4,9,2,4,0,4,1,39,1,39.05,13.0,478.93,327.48,35.41
27741,4,11,2,7,0,4,1,39,0,26.29,9.0,207.55,266.47,36.86
27742,1,11,2,3,0,2,1,39,0,43.0,9.0,0.0,0.0,40.0
27743,7,14,2,1,0,4,1,39,1,69.0,15.0,0.0,0.0,34.0
